date,AMD,GOOG,JPM,AAPL,T,MSFT,FB,AMZN,BABA,V,BAC,WMT,PFE,BA,PG
2016-09-02,0.02176870748299331,0.003486042821093216,0.004166831327110598,0.009369022432005103,-0.0002429053690368166,0.0013894949797419454,0.002694776888325201,0.0023617347071189787,0.018784643810305868,0.008609725810651225,0.0012473713770717598,-0.004668183802073678,0.0025931231638631758,0.009699773582068971,-0.00124508993748762
2016-09-06,-0.022636484687083902,0.011173618852565292,-0.0007414392106427359,-0.0002783168018307691,0.006836134326174248,-0.0010411310585257683,0.025452533396569388,0.02127026047330527,0.045642317380352626,0.0064636074574739855,-0.01374964941003054,0.006895793155536678,0.0,0.01395306680995767,0.004987797906280678
2016-09-07,-0.0681198910081744,0.0003461183468362883,-0.004151044456347064,0.006128540827295081,0.0009707433316239467,0.0008688176596314268,0.010174978802127699,-0.005564921977005088,-0.014068221237232725,0.00860348973426217,-0.005065970040673218,-0.012875655252874041,0.0020123580230948512,-0.002632175431539374,-0.007784038500590951
2016-09-08,-0.08991228070175439,-0.006445825591080867,0.0013398824636752238,-0.02620949921409943,-0.0019368642523894808,-0.003988350442329258,-0.005951926745517033,-0.0005353864980625067,0.002443315089913911,-0.003243565746087307,0.010190176749380164,-0.003193026100480112,-0.0034437277881131934,0.001960536402759727,-0.0019332272195433653
2016-09-09,-0.052208835341365334,-0.0201981117474076,-0.008922703604468896,-0.02264879178818502,-0.035933091052822275,-0.021244690200673877,-0.024334075381899245,-0.030507869295717138,-0.028760846251340455,-0.019766360757242474,-0.007567183428526358,-0.02129927186657632,-0.01785618396323263,-0.03288214754637786,-0.017543924665631372
2016-09-12,0.006779661016949268,0.012321301634941939,0.0061529240735545,0.022398365448290436,0.025183287066695037,0.014945085369754807,0.01250983477576706,0.014931459994211638,0.011845011041959452,0.020164948402007665,0.01016429963798382,0.023328201048438135,0.016128928511700336,0.012370595968738352,0.02330792182661079
2016-09-13,-0.03367003367003374,-0.012132324256846294,-0.007903942307082912,0.02380538627719697,-0.01817702113477937,-0.009114434536426463,-0.011500505089750646,-0.01358410348805561,-0.00515873015873014,-0.013017709383593812,-0.011322240819139573,-0.006671612981415942,-0.017604218429040364,-0.010451776467555685,-0.013598395765292204
2016-09-14,0.05226480836236935,0.0036857139096209135,-0.0019546002571001475,0.03538604270782497,-0.002002687221554278,-0.004776776828912088,0.004402169640751463,0.00010512345435675918,0.02114080574391708,-0.004884044336683435,-0.005722631613888196,0.0008391808166836601,-0.0029382863218261335,-0.008465068506136708,-0.0004596532794206576
2016-09-15,-0.0033112582781458233,0.012157536492281906,0.0036144520481096176,0.03399875931214469,0.014038439190855234,0.016529821525027355,0.004539406746497665,0.01129958349209681,0.02001953125,0.006380419891324429,0.0025572886063778277,0.012303611993197183,0.005893890581730954,0.0007831504596644834,0.012068643212322927
2016-09-16,0.004983388704318914,-0.0037317300715248303,-0.012304503786369048,-0.005624723560691547,-0.00617994801129218,0.0010498697315752814,0.005609661082976336,0.011472151125777819,0.001819052178075653,0.0007321552665540132,-0.01148843497545815,0.006492648225058906,-0.005859356177541075,-0.008374481631133968,-0.00011451876260626381
2016-09-19,0.0181818181818183,-0.004135885963999497,0.0056219856278609814,-0.011660045929945517,-0.0034818412696627776,-0.005589147172916364,-0.003254048190904024,-0.004392950727020395,-0.01538608562691135,0.0053619036990191216,0.006454394782585249,-0.010704097936075962,-0.008543556303780897,0.006156514017399806,0.0036342319775466425
2016-09-20,0.0016233766233766378,0.007457228679639494,0.004078553485871161,-8.799395774816698e-05,-0.0024977351046083784,-0.0021093266593401605,-7.773027594260018e-05,0.006605599277512475,-0.01533533922158592,-0.0003638588277085075,0.0006426391045895041,-0.0016651696363911839,0.004755091598251937,0.0024312181735224314,0.0023768271014734665
2016-09-21,0.01944894651539708,0.006235335295109001,0.00571811316652715,-0.00017600340273260517,0.015267261965391299,0.01672333659717573,0.010105721393034894,0.012201686703750214,0.04484967964514541,0.008971459382892899,0.0032044420658281503,0.00305667178820479,0.013899340876063926,0.02167672787558428,-0.008805357888281073
2016-09-22,0.012718600953895098,0.014158357166782709,0.008228784692585034,0.009423340692548576,0.013309849734694623,0.0010376881037250651,0.0010774203478529643,0.018942943247144628,0.03169811320754712,0.0016827070059799443,-0.003194206416420542,0.0011090671022417897,-0.003791114395677253,0.01003364058071865,0.013553234794293267
2016-09-23,0.028257456828885363,-0.0003937958105207917,-0.0020778483706705986,-0.016664335397566177,0.004136322633165435,-0.006743436606603703,-0.016297662976629934,0.0013048340996644203,-0.015087783467446991,-0.009837554602212695,-0.005124431362055204,0.0011063672020972248,0.0032210618264030266,-0.0006825477058991503,-0.01382163354332444
